arm,arm_label,seed,learning_rule,update,train_reward,welfare,join_rate,success_rate,message_norm,hidden_norm,live_monitor_content_accuracy,live_monitor_content_balanced_accuracy,live_monitor_true_probability
public_monitored,Public Monitored,1,ppo,108.0,0.3529563248157501,0.5365739464759827,0.633007824420929,0.5777994990348816,3.1483771800994873,1.313665747642517,0.7896158695220947,0.6692379086628937,0.7108370661735535
public_monitored,Public Monitored,1,ppo,120.0,0.34227505326271057,0.5214176774024963,0.6226562857627869,0.5651041865348816,3.1436471939086914,1.268763780593872,0.8005533814430237,0.6778707158519448,0.7150928974151611
public_monitored,Public Monitored,2,ppo,1.0,-0.2597159743309021,-0.04099447280168533,0.4848633110523224,0.32958984375,2.4735124111175537,1.9736659526824951,0.17249348759651184,0.3333805610536718,0.31513267755508423
public_monitored,Public Monitored,2,ppo,12.0,0.16278991103172302,0.3768034279346466,0.7111654281616211,0.5315755009651184,2.4512054920196533,1.902419924736023,0.5209635496139526,0.33551772677124614,0.37293440103530884
public_monitored,Public Monitored,2,ppo,24.0,0.2779451608657837,0.48804038763046265,0.6720052361488342,0.56689453125,2.6407980918884277,1.7675801515579224,0.674609363079071,0.5503940013515733,0.4975731670856476
public_monitored,Public Monitored,2,ppo,36.0,0.30610767006874084,0.5109977126121521,0.655468761920929,0.5730794072151184,2.8716087341308594,1.6247994899749756,0.7133138179779053,0.594385195019399,0.5905000567436218
public_monitored,Public Monitored,2,ppo,48.0,0.30029407143592834,0.5000911951065063,0.6270182728767395,0.5548502802848816,2.984713077545166,1.5458147525787354,0.7457682490348816,0.61225962852134,0.6272935271263123
public_monitored,Public Monitored,2,ppo,60.0,0.3226800560951233,0.5189844369888306,0.6292318105697632,0.56640625,3.0724055767059326,1.4794418811798096,0.756640613079071,0.61942881357816,0.6565185785293579
public_monitored,Public Monitored,2,ppo,72.0,0.3425227701663971,0.5317578315734863,0.639843761920929,0.578125,3.1306958198547363,1.4178948402404785,0.7569335699081421,0.6185559525709463,0.653988242149353
public_monitored,Public Monitored,2,ppo,84.0,0.33813798427581787,0.5243880748748779,0.6427409052848816,0.5750325322151184,3.1894397735595703,1.3787877559661865,0.7572265863418579,0.6199144229680992,0.6631800532341003
public_monitored,Public Monitored,2,ppo,96.0,0.34936124086380005,0.5309993624687195,0.6443685293197632,0.5794270634651184,3.1913576126098633,1.3393371105194092,0.7540038824081421,0.6176064940460387,0.6621888279914856
public_monitored,Public Monitored,2,ppo,108.0,0.3551444411277771,0.5349348783493042,0.6363607048988342,0.57861328125,3.1996688842773438,1.3106980323791504,0.7603189945220947,0.6218944349188629,0.6725746393203735
